"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","6","","UserSuite","","","","[UserUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","38","","ITUserSuite","","","","[GetByUsername] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","43","","ITCompanySuite","","","","[GetByOwnerId] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","8","","StorageCompanySuite","","","","[CompanyCreate] Пустое название компании",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","37","","ITUserSuite","","","","[GetById] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","1","","AuthSuite","","","","[AuthLogin] Success",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","40","","ITCompanySuite","","","","[GetById] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","44","","ITActFieldSuite","","","","[DeleteById] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","9","","UserSuite","","","","[UserDeleteById] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","1","","CompanySuite","","","","[CompanyDeleteById] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","9","","FinReportSuite","","","","[FinReportGetByCompany] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","UserSuite","","","","[UserUpdate] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","4","","FinReportSuite","","","","[FinReportUpdate] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","9","","CompanySuite","","","","[ClassicCompanyDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","1","","ActFieldSuite","","","","[ActFieldUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","5","","ActFieldSuite","","","","[ActFieldGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","41","","ITCompanySuite","","","","[GetById] Несуществующая компания",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","ActFieldSuite","","","","[ActFieldCreate] Пустое название сферы деятельности",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","10","","StorageCompanySuite","","","","[CompanyGetByOwnerId] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","25","","StorageActFieldSuite","","","","[ActFieldCreate] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","15","","StorageCompanySuite","","","","[CompanyGetAll] Успешно",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","41","","ITUserSuite","","","","[DeleteById] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","12","","StorageCompanySuite","","","","[CompanyGetByOwnerId] Успешно",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","28","","StorageFinReportSuite","","","","[FinReportGetByCompany] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","FinReportSuite","","","","[FinReportUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","10","","CompanySuite","","","","[CompanyGetByOwnerId] Успешно",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","19","","StorageActFieldSuite","","","","[ActFieldDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","21","","StorageActFieldSuite","","","","[ActFieldUpdate] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","4","","ActFieldSuite","","","","[ActFieldUpdate] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","14","","StorageUserSuite","","","","[UserUpdate] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","FinReportSuite","","","","[FinReportGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","7","","ActFieldSuite","","","","[ActFieldCreate] Ошибка в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","10","","StorageActFieldSuite","","","","[ActFieldUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:37 GMT 2024","Wed Oct 16 10:44:38 GMT 2024","1681","","E2ESuite","","","","[e2e] Test2",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","13","","StorageUserSuite","","","","[UserUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","12","","StorageActFieldSuite","","","","[ActFieldGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","23","","StorageActFieldSuite","","","","[ActFieldDeleteById] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","3","","StorageCompanySuite","","","","[CompanyUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","16","","StorageFinReportSuite","","","","[FinReportGetById] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","11","","CompanySuite","","","","[ClassicCompanyCreate] Пустое название компании",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","25","","ITAuthSuite","","","","[GetByUsername] Не найден",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","16","","StorageUserSuite","","","","[UserGetById] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","14","","StorageUserSuite","","","","[UserGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","30","","ITAuthSuite","","","","[GetByUsername] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","8","","CompanySuite","","","","[CompanyCreate] Пустое название компании",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","1","","AuthSuite","","","","[AuthRegister] Fail",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","3","","UserSuite","","","","[UserGetAll] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","28","","ITFinReportSuite","","","","[Update] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","5","","FinReportSuite","","","","[FinReportDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","5","","StorageFinReportSuite","","","","[FinReportCreate] Отрицательная выручка",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","4","","ITAuthSuite","","","","[Register] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","9","","CompanySuite","","","","[CompanyUpdate] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","7","","FinReportSuite","","","","[FinReportGetByCompany] Год начала периода больше года конца периода",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","UserSuite","","","","[UserGetById] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","20","","StorageFinReportSuite","","","","[FinReportCreate] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","42","","ITCompanySuite","","","","[Create] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","34","","ITFinReportSuite","","","","[Create] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","40","","ITAuthSuite","","","","[Register] Неуникальное имя пользователя",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","41","","ITCompanySuite","","","","[Update] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","19","","StorageFinReportSuite","","","","[FinReportDeleteById] Успешно",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","3","","StorageAuthSuite","","","","[AuthLogin] Success",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","CompanySuite","","","","[CompanyDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","21","","ITFinReportSuite","","","","[Create] Несуществующий id компании",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","34","","ITUserSuite","","","","[GetById] Несуществующий пользователь",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","7","","FinReportSuite","","","","[FinReportCreate] Отрицательная выручка",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","19","","ITFinReportSuite","","","","[GetById] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","44","","ITCompanySuite","","","","[Create] Несуществующий пользователь",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","16","","StorageCompanySuite","","","","[CompanyDeleteById] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","5","","UserSuite","","","","[UserGetAll] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","7","","UserSuite","","","","[ClassicUserUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","ActFieldSuite","","","","[ActFieldDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","4","","ActFieldSuite","","","","[ActFieldDeleteById] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","10","","CompanySuite","","","","[CompanyGetById] Успешно",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","18","","StorageFinReportSuite","","","","[FinReportGetByCompany] Год начала периода больше года конца периода",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","AuthSuite","","","","[AuthLogin] Success",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","10","","CompanySuite","","","","[CompanyUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","9","","CompanySuite","","","","[CompanyGetAll] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","10","","CompanySuite","","","","[CompanyGetByOwnerId] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","19","","StorageActFieldSuite","","","","[ActFieldGetById] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","2","","CompanySuite","","","","[CompanyCreate] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","11","","CompanySuite","","","","[ClassicCompanyDeleteById] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","1","","StorageAuthSuite","","","","[AuthRegister] Fail",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","7","","FinReportSuite","","","","[FinReportGetById] Успешно",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","2","","StorageFinReportSuite","","","","[FinReportDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","11","","CompanySuite","","","","[CompanyGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","3","","StorageCompanySuite","","","","[CompanyGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","4","","FinReportSuite","","","","[FinReportCreate] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","13","","StorageCompanySuite","","","","[CompanyGetAll] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","18","","StorageUserSuite","","","","[UserDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","12","","StorageCompanySuite","","","","[CompanyUpdate] Успешно",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","17","","StorageFinReportSuite","","","","[FinReportGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","45","","ITFinReportSuite","","","","[GetByCompany] Успех",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","40","","ITUserSuite","","","","[Update] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","27","","StorageActFieldSuite","","","","[ActFieldCreate] Ошибка в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","10","","CompanySuite","","","","[CompanyGetAll] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","14","","StorageFinReportSuite","","","","[FinReportUpdate] Успешно",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","32","","ITFinReportSuite","","","","[GetById] Несуществующий отчет",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","37","","ITActFieldSuite","","","","[Update] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","8","","UserSuite","","","","[UserDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","42","","ITFinReportSuite","","","","[GetById] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","4","","ActFieldSuite","","","","[ActFieldCreate] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","8","","StorageUserSuite","","","","[UserGetAll] Успех",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","8","","UserSuite","","","","[UserGetById] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","4","","FinReportSuite","","","","[FinReportDeleteById] Успешно",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","7","","StorageCompanySuite","","","","[CompanyGetById] Успешно",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","3","","ActFieldSuite","","","","[ActFieldGetById] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","12","","StorageCompanySuite","","","","[CompanyDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:20 GMT 2024","Wed Oct 16 10:44:20 GMT 2024","6","","UserSuite","","","","[ClassicUserUpdate] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","3","","StorageFinReportSuite","","","","[FinReportUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","29","","ITActFieldSuite","","","","[GetMaxCost] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","9","","StorageUserSuite","","","","[UserGetAll] Ошибка получения данных в репозитории",""
"passed","Wed Oct 16 10:44:31 GMT 2024","Wed Oct 16 10:44:31 GMT 2024","31","","ITActFieldSuite","","","","[Create] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","10","","StorageCompanySuite","","","","[CompanyCreate] Успех",""
"passed","Wed Oct 16 10:44:19 GMT 2024","Wed Oct 16 10:44:19 GMT 2024","11","","StorageUserSuite","","","","[UserDeleteById] Успех",""
